aluminium,arsenic,cadmium,chloramine,chromium,is_safe
2.65,0.004,0.001,3.81,0.08,1
0.93,0.002,0.005,3.54,0.05,1
2.19,0.005,0.003,1.57,0.04,1
2.53,0.008,0.001,3.86,0.09,1
1.44,0.001,0.005,0.59,0.03,1
2.15,0.006,0.003,3.35,0.08,1
0.69,0.018,0.003,2.75,0.05,1
0.83,0.009,0.005,2.16,0.07,1
1.41,0.018,0.002,3.94,0.04,1
0.95,0.016,0.005,1.28,0.09,1
2.72,0.02,0.003,1,0.07,1
0.61,0.005,0.003,1.56,0.1,1
2.04,0.008,0.001,0.94,0.08,1
1.11,0.003,0.002,1.48,0.05,1
1.67,0.005,0.004,1.28,0.08,1
1.46,0.015,0.002,1.22,0.06,1
1.97,0.005,0.004,2.57,0.08,1
0.11,0.016,0.002,2.25,0.05,1
0.73,0.015,0.002,1.63,0.1,1
0.16,0.01,0.003,0.9,0.04,1
0.6,0.015,0.003,3.58,0.02,1
2.77,0.002,0.005,2.35,0.1,1
0.36,0.015,0.004,0.45,0.02,1
1.23,0.012,0.004,1.84,0.08,1
1.91,0.008,0.002,3.4,0.02,1
0.15,0.009,0.004,2.28,0.06,1
2.32,0.018,0.003,2.46,0.08,1
1.87,0.003,0.004,0.49,0.04,1
2.41,0.002,0.004,0.6,0.07,1
1.16,0.003,0.002,3.4,0.04,1
1,0.018,0.003,2.05,0.03,1
2.56,0.015,0.005,3.56,0.06,1
1.38,0.008,0.004,1.13,0.1,1
1.24,0.008,0.005,3.99,0.01,1
0.32,0.003,0.005,3.16,0.07,1
2.49,0.013,0.001,0.46,0.08,1
0.98,0.019,0.004,0.75,0.07,1
1.4,0.016,0.004,1.97,0.02,1
1.66,0.006,0.003,0.44,0.02,1
2.17,0.009,0.001,0.94,0.05,1
0.1,0.006,0.004,1.89,0.06,1
1.58,0.003,0.004,2,0.04,1
0.86,0.011,0.003,3.46,0.03,1
1.86,0.008,0.002,3.5,0.06,1
2.6,0.009,0.002,1.56,0.05,1
0.84,0.013,0.004,2.72,0.08,1
2.7,0.001,0.004,3.5,0.06,1
1.75,0.007,0.004,1.62,0.04,1
0.59,0.005,0.002,2.6,0.01,1
2.76,0.004,0.002,2.2,0.08,1
1.96,0.012,0.004,2.42,0.08,1
0.5,0.007,0.005,3.79,0.03,1
1.81,0.008,0.004,2.1,0.1,1
1.07,0.015,0.004,2.73,0.1,1
2.12,0.007,0.003,2.04,0.03,1
1.78,0.017,0.005,0.79,0.08,1
0.37,0.017,0.002,3.43,0.03,1
0.64,0.001,0.003,1.97,0.06,1
0.94,0.019,0.003,2.63,0.04,1
1.63,0.004,0.002,2.84,0.02,1
1.86,0.013,0.002,1.67,0.08,1
2.77,0.005,0.003,0.15,0.06,1
2.26,0.004,0.004,2.54,0.03,1
0.87,0.019,0.003,1.55,0.09,1
1.64,0.003,0.002,2.28,0.08,1
1.59,0.003,0.002,1.33,0.09,1
0.14,0.002,0.003,2.31,0.05,1
0.7,0.019,0.004,3.43,0.07,1
0.89,0.009,0.004,2.72,0.02,1
1.35,0.005,0.004,2.22,0.08,1
0.3,0.008,0.005,0.71,0.07,1
0.54,0.019,0.005,2.98,0.03,1
0.71,0.008,0.004,2.51,0.08,1
1.03,0.018,0.002,3.67,0.08,1
0.8,0.006,0.004,0.7,0.08,1
1.97,0.005,0.004,1,0.03,1
1.6,0.003,0.002,2.88,0.02,1
2.58,0.008,0.005,2.11,0.05,1
0.8,0.011,0.002,0.68,0.05,1
2.61,0.013,0.004,3.45,0.07,1
1.22,0.003,0.004,1.19,0.02,1
2.37,0.003,0.004,2.35,0.07,1
1.12,0.01,0.002,1.66,0.03,1
0.49,0.013,0.005,2.81,0.07,1
2.42,0.007,0.002,3.76,0.08,1
2.44,0.011,0.003,0.7,0.07,1
2.25,0.016,0.004,0.56,0.02,1
0.87,0.007,0.003,3.29,0.09,1
2.59,0.007,0.004,0.51,0.08,1
2.18,0.018,0.004,0.13,0.05,1
1.49,0.003,0.004,0.24,0.07,1
0.96,0.006,0.004,1.83,0.1,1
0.56,0.004,0.003,2.32,0.09,1
2.56,0.006,0.004,2.44,0.08,1
0.75,0.007,0.003,3.58,0.05,1
2.04,0.007,0.004,1.14,0.03,1
0.61,0.01,0.005,2.95,0.03,1
0.16,0.005,0.003,2.8,0.05,1
0.31,0.001,0.002,2.99,0.04,1
1.56,0.001,0.003,0.68,0.02,1
1.62,0.004,0.004,2.23,0.1,1
1.16,0.005,0.003,0.58,0.06,1
2.36,0.007,0.004,2.84,0.05,1
0.7,0.006,0.001,3.65,0.04,1
0.56,0.02,0.003,1.66,0.04,1
2.29,0.005,0.005,3.63,0.02,1
1.54,0.011,0.003,3.34,0.03,1
2.8,0.008,0.002,3.33,0.07,1
2.79,0.007,0.004,3.11,0.09,1
0.24,0.005,0.004,2.3,0.07,1
2.77,0.012,0.005,0.2,0.04,1
0.94,0.015,0.002,2.03,0.03,1
0.63,0.006,0.003,1.92,0.02,1
2.36,0.001,0.004,1.84,0.06,1
0.43,0.009,0.003,3.52,0.01,1
0.5,0.019,0.001,1.3,0.05,1
0.57,0.002,0.004,0.51,0.09,1
2.65,0.007,0.004,1.59,0.09,1
2.34,0.003,0.002,2.37,0.09,1
1.52,0.017,0.002,3.88,0.04,1
1.65,0.001,0.003,3.75,0.04,1
1.01,0.001,0.003,1.1,0.05,1
1.66,0.017,0.003,1.34,0.06,1
0.84,0.019,0.004,3.36,0.05,1
2.36,0.001,0.003,1.27,0.09,1
0.35,0.014,0.002,3.76,0.04,1
2.46,0.003,0.001,1.9,0.09,1
2.54,0.004,0.005,0.85,0.03,1
2.75,0.013,0.002,1.33,0.02,1
2.63,0.002,0.003,2.05,0.07,1
1.27,0.016,0.004,3.46,0.06,1
2.16,0.006,0.002,1.53,0.08,1
1.35,0.018,0.001,0.12,0.07,1
2.58,0.011,0.002,3.34,0.08,1
2.28,0.018,0.002,2.01,0.03,1
1.61,0.004,0.004,1.05,0.04,1
0.5,0.01,0.002,2.24,0.02,1
2.32,0.006,0.002,0.2,0.09,1
1.93,0.01,0.003,3.06,0.05,1
2.67,0.017,0.002,0.81,0.03,1
2.68,0.012,0.003,0.98,0.05,1
0.66,0.015,0.002,1.82,0.1,1
1.23,0.009,0.004,2.09,0.07,1
0.96,0.013,0.003,0.43,0.03,1
1.37,0.019,0.001,2.6,0.01,1
1.39,0.003,0.005,1.67,0.09,1
2.38,0.001,0.002,1.66,0.08,1
1.35,0.007,0.002,3.16,0.05,1
1.7,0.004,0.003,1.02,0.07,1
0.92,0.008,0.004,3.28,0.05,1
0.53,0.011,0.005,1.74,0.1,1
2.21,0.002,0.003,0.57,0.03,1
1.53,0.002,0.002,3.6,0.03,1
2.14,0.017,0.002,2.49,0.1,1
1,0.004,0.004,2.09,0.06,1
2.59,0.018,0.003,1.86,0.07,1
1.73,0.009,0.003,3.86,0.02,1
0.52,0.01,0.003,1.7,0.08,1
1.1,0.01,0.004,1.98,0.01,1
1.96,0.007,0.001,2.39,0.09,1
1.77,0.003,0.004,3.58,0.09,1
0.72,0.019,0.001,1.08,0.02,1
2.44,0.014,0.005,0.42,0.08,1
2.58,0.006,0.002,1.3,0.07,1
1.76,0.01,0.004,3.49,0.04,1
0.79,0.011,0.005,1.23,0.03,1
0.22,0.019,0.002,2.45,0.02,1
1.32,0.016,0.002,3.33,0.02,1
0.15,0.005,0.003,2.91,0.09,1
0.55,0.015,0.001,3.25,0.03,1
2.09,0.016,0.004,0.76,0.07,1
1.88,0.019,0.003,3.43,0.08,1
0.43,0.011,0.004,1.88,0.04,1
1.12,0.004,0.001,0.36,0.07,1
1.4,0.008,0.001,3.03,0.07,1
1.61,0.002,0.004,3.69,0.09,1
1.95,0.019,0.004,1.37,0.1,1
0.66,0.011,0.003,1.56,0.07,1
2.58,0.006,0.005,3.37,0.07,1
0.47,0.014,0.002,2.67,0.03,1
2.08,0.009,0.004,2.12,0.07,1
1.31,0.006,0.003,2.29,0.05,1
0.92,0.012,0.003,3.63,0.05,1
2.52,0.015,0.005,2.46,0.05,1
0.67,0.005,0.001,0.81,0.05,1
1.56,0.007,0.003,3.47,0.07,1
0.89,0.019,0.002,2.92,0.05,1
1.68,0.006,0.002,0.81,0.08,1
1.82,0.002,0.002,2.01,0.03,1
1.38,0.005,0.003,3.19,0.03,1
0.79,0.012,0.005,1.1,0.02,1
1.04,0.018,0.003,2.2,0.04,1
1.07,0.019,0.001,3.3,0.09,1
0.61,0.002,0.002,3.28,0.02,1
0.9,0.015,0.004,3.98,0.02,1
2.11,0.009,0.002,3.87,0.02,1
1.96,0.007,0.001,3.5,0.04,1
1.32,0.019,0.002,3.28,0.05,1
0.8,0.009,0.003,3.19,0.02,1
0.46,0.005,0.004,0.14,0.01,1
1.75,0.011,0.002,2.93,0.08,1
0.53,0.016,0.004,1.61,0.01,1
1.29,0.001,0.001,1.77,0.08,1
1.71,0.02,0.004,0.22,0.01,1
2.44,0.002,0.001,3.85,0.03,1
2.54,0.003,0.004,0.3,0.1,1
0.56,0.017,0.003,0.32,0.08,1
2.34,0.016,0.002,1.63,0.05,1
2.55,0.006,0.004,0.49,0.05,1
1.67,0.002,0.002,1.98,0.09,1
2.15,0.005,0.005,1.33,0.02,1
2.07,0.015,0.003,3.57,0.02,1
1.57,0.003,0.002,0.48,0.09,1
0.8,0.003,0.003,2.75,0.08,1
0.94,0.008,0.002,1.21,0.08,1
2.61,0.015,0.004,3.78,0.01,1
1.31,0.012,0.005,2.87,0.03,1
0.87,0.005,0.004,0.92,0.09,1
2.62,0.007,0.004,2.79,0.04,1
2.2,0.014,0.004,0.98,0.07,1
1.78,0.011,0.002,2.34,0.08,1
0.64,0.013,0.003,2.8,0.06,1
2.65,0.015,0.004,3,0.02,1
0.33,0.005,0.005,3.98,0.01,1
1.16,0.006,0.001,3.81,0.01,1
2.74,0.019,0.004,2.36,0.05,1
0.71,0.019,0.003,0.26,0.09,1
1.85,0.008,0.001,3.46,0.06,1
1.37,0.009,0.003,2.21,0.02,1
0.7,0.009,0.001,1.84,0.07,1
0.54,0.004,0.002,0.84,0.07,1
2.04,0.01,0.002,3.87,0.04,1
1.32,0.011,0.002,0.77,0.07,1
0.6,0.016,0.004,2.91,0.03,1
2.76,0.008,0.002,0.26,0.02,1
0.71,0.008,0.005,3.55,0.06,1
2.26,0.007,0.005,1.99,0.06,1
1.45,0.002,0.004,0.75,0.07,1
1.64,0.011,0.001,0.21,0.05,1
2.48,0.018,0.002,0.98,0.01,1
0.46,0.015,0.003,1.41,0.1,1
2.54,0.004,0.004,2,0.03,1
2.16,0.005,0.003,0.46,0.09,1
2.35,0.01,0.004,2.34,0.08,1
2.08,0.018,0.002,0.91,0.06,1
2.07,0.003,0.004,3.81,0.1,1
1.24,0.014,0.003,2.74,0.01,1
0.18,0.006,0.003,0.9,0.08,1
1.17,0.001,0.005,2.59,0.05,1
2.15,0.006,0.001,0.15,0.08,1
1.03,0.015,0.003,2.31,0.04,1
1.94,0.006,0.001,1.91,0.02,1
0.15,0.008,0.001,0.72,0.02,1
1.2,0.003,0.002,3.09,0.03,1
0.77,0.018,0.001,2.85,0.09,1
1.72,0.017,0.002,3.22,0.03,1
1.99,0.008,0.003,0.11,0.07,1
2.37,0.019,0.003,1.27,0.09,1
1.92,0.007,0.005,3.1,0.07,1
1.22,0.012,0.002,3.39,0.09,1
0.61,0.01,0.001,3.7,0.06,1
1.39,0.013,0.002,1.38,0.04,1
2.16,0.011,0.003,3.3,0.08,1
2.14,0.016,0.004,3.61,0.01,1
2.09,0.015,0.002,2.89,0.08,1
2.75,0.016,0.001,1.84,0.03,1
2.5,0.008,0.004,0.84,0.02,1
1.66,0.012,0.003,3.15,0.02,1
0.11,0.007,0.005,0.26,0.02,1
0.78,0.002,0.001,3.03,0.05,1
2.61,0.02,0.003,1.68,0.1,1
1.99,0.008,0.003,3.47,0.08,1
0.49,0.02,0.002,2.44,0.05,1
0.45,0.015,0.003,1.34,0.05,1
0.89,0.011,0.002,0.85,0.1,1
0.38,0.002,0.002,1.03,0.08,1
2.43,0.001,0.005,0.66,0.09,1
2.18,0.002,0.002,1.66,0.04,1
1.44,0.01,0.001,0.88,0.09,1
1.7,0.018,0.002,1.78,0.07,1
1.49,0.013,0.004,1.77,0.08,1
2.12,0.018,0.004,2.09,0.04,1
0.46,0.013,0.004,2.6,0.06,1
1.96,0.006,0.004,2.35,0.03,1
0.78,0.015,0.002,2.73,0.08,1
0.72,0.012,0.002,3.74,0.06,1
0.12,0.002,0.004,2.17,0.05,1
2.29,0.014,0.005,0.99,0.1,1
2.14,0.019,0.004,3.26,0.07,1
1.33,0.012,0.004,1.35,0.06,1
0.34,0.009,0.004,2.59,0.05,1
2.7,0.01,0.001,2.17,0.08,1
2.14,0.01,0.004,3.64,0.1,1
2.29,0.007,0.003,2.39,0.07,1
1.21,0.002,0.003,1.59,0.02,1
0.46,0.013,0.003,1.59,0.02,1
2,0.016,0.001,3.5,0.04,1
1.78,0.01,0.005,1.93,0.05,1
0.61,0.013,0.003,2.63,0.02,1
2.03,0.017,0.005,0.87,0.1,1
1.81,0.006,0.001,0.84,0.06,1
2.7,0.02,0.005,1.97,0.09,1
2.61,0.004,0.004,2.7,0.02,1
2.79,0.004,0.005,3.21,0.05,1
1.1,0.011,0.004,2.55,0.04,1
1.82,0.009,0.003,1.29,0.07,1
1.06,0.004,0.002,3.4,0.03,1
1.35,0.012,0.001,3.24,0.03,1
0.44,0.013,0.003,3.15,0.06,1
1.93,0.008,0.001,1.78,0.04,1
1.11,0.009,0.005,2.53,0.03,1
0.29,0.019,0.004,2.23,0.05,1
0.73,0.007,0.001,2.97,0.09,1
2.53,0.013,0.003,1.31,0.05,1
2.77,0.01,0.001,3.77,0.03,1
2.42,0.015,0.002,1.67,0.03,1
0.85,0.009,0.005,0.99,0.09,1
0.29,0.009,0.005,1.03,0.06,1
0.93,0.014,0.004,2.73,0.02,1
2.66,0.009,0.003,1.04,0.04,1
0.8,0.005,0.001,1.59,0.06,1
0.29,0.01,0.002,3.25,0.07,1
2,0.008,0.002,3.29,0.06,1
2.78,0.011,0.003,1.12,0.07,1
2.64,0.01,0.002,2,0.02,1
2.72,0.015,0.001,0.69,0.07,1
1.82,0.011,0.003,1.34,0.04,1
0.83,0.004,0.002,1.04,0.09,1
1.75,0.014,0.003,3.99,0.09,1
2.14,0.011,0.002,0.76,0.03,1
0.62,0.009,0.003,3.28,0.05,1
1.54,0.007,0.004,1.99,0.01,1
2.58,0.007,0.002,2.98,0.09,1
0.38,0.019,0.004,2.75,0.08,1
1.79,0.017,0.002,0.63,0.1,1
2.65,0.001,0.005,0.69,0.09,1
2.76,0.006,0.004,1.55,0.08,1
2.75,0.017,0.003,0.84,0.04,1
2.15,0.014,0.001,1.41,0.07,1
0.32,0.004,0.003,0.73,0.04,1
1.99,0.017,0.005,3.12,0.09,1
0.82,0.002,0.002,1.25,0.03,1
0.2,0.004,0.002,2.63,0.02,1
1.69,0.019,0.005,0.54,0.02,1
0.39,0.02,0.002,0.6,0.02,1
2.3,0.007,0.004,2.72,0.06,1
1.52,0.015,0.002,1.62,0.06,1
2.52,0.009,0.002,1.02,0.02,1
1.21,0.006,0.003,1.25,0.09,1
0.58,0.016,0.004,1.12,0.02,1
0.28,0.017,0.003,3.57,0.05,1
2.27,0.014,0.003,3.89,0.07,1
1.79,0.019,0.004,0.74,0.03,1
0.87,0.017,0.003,2.29,0.08,1
0.28,0.017,0.004,2.13,0.06,1
1.93,0.017,0.003,1.69,0.06,1
2.44,0.014,0.004,0.99,0.08,1
1.51,0.008,0.003,3.82,0.05,1
0.96,0.002,0.001,1.12,0.07,1
1.22,0.019,0.004,2.57,0.01,1
2.52,0.006,0.002,3.79,0.05,1
2.41,0.002,0.003,2.15,0.02,1
2.64,0.004,0.004,3.42,0.09,1
1,0.006,0.005,2.83,0.08,1
0.8,0.008,0.003,1.04,0.06,1
1.54,0.008,0.004,1.97,0.08,1
0.94,0.016,0.005,1.23,0.1,1
1.7,0.008,0.002,2.16,0.08,1
1.22,0.014,0.002,2.34,0.02,1
0.3,0.013,0.002,0.81,0.04,1
1.88,0.003,0.001,1.33,0.03,1
2.6,0.017,0.005,3.47,0.09,1
1.26,0.017,0.003,1.15,0.06,1
1.37,0.018,0.003,1.71,0.04,1
1.02,0.015,0.002,0.15,0.02,1
0.82,0.008,0.004,1.95,0.07,1
0.21,0.017,0.005,3.07,0.05,1
1.74,0.02,0.003,3.87,0.05,1
2.15,0.019,0.001,1.26,0.03,1
2.26,0.018,0.004,1.5,0.1,1
0.66,0.017,0.004,0.97,0.05,1
0.36,0.005,0.004,2.1,0.07,1
1.16,0.014,0.001,1.91,0.02,1
0.66,0.006,0.002,3.5,0.04,1
2.39,0.018,0.004,1.23,0.03,1
2.59,0.015,0.001,2.61,0.01,1
0.36,0.011,0.002,3.66,0.04,1
1.36,0.002,0.002,3.99,0.07,1
2.55,0.005,0.002,1.61,0.03,1
0.11,0.006,0.003,0.32,0.09,1
1.95,0.011,0.003,1.94,0.07,1
2.03,0.017,0.002,3.89,0.01,1
1.42,0.014,0.002,3.76,0.09,1
1.49,0.012,0.001,0.49,0.02,1
1.13,0.002,0.004,1.16,0.09,1
2.68,0.014,0.005,2.5,0.02,1
1.42,0.008,0.002,3.59,0.05,1
1.34,0.017,0.003,3.4,0.04,1
2.35,0.001,0.003,2.22,0.07,1
1.58,0.014,0.004,1.16,0.08,1
1.02,0.017,0.002,3.03,0.09,1
0.88,0.001,0.003,3.96,0.05,1
0.44,0.001,0.003,1.87,0.06,1
1.82,0.006,0.005,1.17,0.06,1
0.68,0.009,0.004,2.68,0.08,1
1.29,0.014,0.004,2.41,0.05,1
1.6,0.011,0.002,0.34,0.09,1
0.67,0.015,0.004,2.04,0.02,1
1.96,0.018,0.004,2.12,0.07,1
0.43,0.004,0.002,1.2,0.06,1
1.28,0.009,0.002,1.76,0.03,1
0.38,0.003,0.003,0.58,0.03,1
2.45,0.012,0.004,1.33,0.06,1
0.88,0.011,0.004,0.19,0.05,1
1.28,0.016,0.004,1.26,0.04,1
0.24,0.01,0.003,3.14,0.04,1
0.24,0.004,0.003,3.61,0.06,1
2.75,0.013,0.003,0.82,0.08,1
1.66,0.018,0.004,3.94,0.02,1
2.08,0.017,0.002,3.75,0.07,1
0.16,0.006,0.003,4,0.05,1
0.75,0.005,0.004,1.39,0.03,1
1.72,0.014,0.002,0.98,0.04,1
0.92,0.019,0.003,3.73,0.05,1
1.35,0.008,0.003,1.22,0.04,1
2.06,0.013,0.001,3.99,0.07,1
2.08,0.007,0.003,1.7,0.06,1
2.53,0.013,0.005,1.56,0.06,1
1.41,0.002,0.004,3.28,0.01,1
1.11,0.019,0.004,3.41,0.04,1
2.63,0.003,0.004,3.61,0.04,1
0.46,0.012,0.004,3.81,0.08,1
1.07,0.002,0.002,2.5,0.03,1
1.1,0.003,0.002,2.69,0.08,1
1.68,0.019,0.004,0.99,0.03,1
2.42,0.006,0.004,3.11,0.02,1
2.32,0.006,0.004,3.86,0.03,1
1.91,0.014,0.001,3.75,0.1,1
1.18,0.007,0.001,3.18,0.07,1
0.64,0.004,0.003,1.32,0.05,1
1.77,0.018,0.004,0.63,0.09,1
0.87,0.011,0.003,1.6,0.02,1
1.67,0.016,0.002,1.81,0.07,1
2.49,0.014,0.001,1.29,0.07,1
1.99,0.002,0.003,0.36,0.07,1
1.99,0.01,0.005,0.39,0.06,1
0.79,0.017,0.002,3.86,0.05,1
2.14,0.01,0.004,2.22,0.08,1
0.67,0.015,0.002,3,0.08,1
0.74,0.019,0.003,3.85,0.02,1
2.07,0.015,0.002,3.66,0.02,1
1.35,0.012,0.002,0.64,0.03,1
2.5,0.014,0.004,0.21,0.08,1
1.92,0.003,0.003,2.63,0.03,1
2.41,0.01,0.001,2.11,0.07,1
2.01,0.004,0.004,3.45,0.08,1
0.83,0.003,0.005,0.52,0.09,1
2.78,0.014,0.005,0.56,0.08,1
2.1,0.003,0.001,2.58,0.02,1
2.65,0.014,0.004,2.16,0.06,1
2.19,0.015,0.002,1.87,0.04,1
2.51,0.014,0.002,2.04,0.06,1
1.51,0.015,0.003,2.83,0.07,1
2.5,0.003,0.004,0.54,0.04,1
2.61,0.005,0.004,0.93,0.1,1
2.25,0.009,0.004,1.11,0.07,1
1.83,0.002,0.001,2.55,0.08,1
1.93,0.003,0.004,2.23,0.01,1
1.21,0.018,0.001,3.05,0.02,1
0.52,0.014,0.005,3.76,0.03,1
0.85,0.014,0.004,2.35,0.09,1
2.31,0.019,0.002,2.74,0.09,1
1.2,0.015,0.001,2.36,0.06,1
1.46,0.009,0.001,2.06,0.09,1
1.15,0.002,0.004,2.87,0.02,1
0.31,0.002,0.004,0.38,0.03,1
1.38,0.011,0.004,3.9,0.06,1
1.03,0.014,0.004,3.85,0.02,1
1.9,0.012,0.004,1.62,0.06,1
0.61,0.019,0.004,1.88,0.07,1
0.96,0.008,0.004,1.51,0.04,1
2.1,0.005,0.004,1.06,0.04,1
1.82,0.018,0.004,0.24,0.02,1
1.14,0.009,0.002,3.04,0.09,1
1.84,0.013,0.003,1.57,0.03,1
2.09,0.016,0.001,2.61,0.01,1
1.39,0.019,0.003,2.96,0.02,1
0.51,0.004,0.001,2.6,0.09,1
0.87,0.009,0.002,3.11,0.03,1
1.32,0.01,0.002,0.14,0.02,1
1.9,0.006,0.004,3.59,0.08,1
1.9,0.013,0.005,1.45,0.04,1
1.92,0.007,0.005,1.39,0.06,1
0.22,0.008,0.001,1.31,0.01,1
1.56,0.016,0.003,2.38,0.07,1
0.61,0.017,0.005,2.21,0.05,1
2.79,0.018,0.003,2.54,0.1,1
0.28,0.006,0.002,0.43,0.07,1
1.27,0.004,0.003,1.94,0.05,1
1.72,0.009,0.004,0.94,0.08,1
0.88,0.019,0.003,0.77,0.08,1
0.95,0.007,0.004,1.25,0.07,1
1,0.01,0.004,1.51,0.07,1
0.8,0.017,0.004,3.34,0.05,1
1.21,0.007,0.001,0.93,0.03,1
1.45,0.006,0.003,3.96,0.02,1
1.95,0.009,0.004,3.86,0.02,1
1.7,0.009,0.001,0.89,0.04,1
0.77,0.02,0.002,0.68,0.03,1
1.77,0.013,0.005,0.39,0.06,1
1.74,0.011,0.003,1.53,0.04,1
1.62,0.015,0.003,0.82,0.02,1
0.68,0.013,0.005,3.36,0.08,1
2.03,0.018,0.005,3.56,0.06,1
0.4,0.016,0.002,2.37,0.08,1
0.18,0.019,0.002,1.54,0.03,1
1.66,0.013,0.002,0.69,0.06,1
2.69,0.02,0.003,1.58,0.07,1
1.27,0.004,0.001,3.46,0.06,1
2.76,0.014,0.003,3.43,0.1,1
1.48,0.011,0.002,1.99,0.09,1
1.51,0.018,0.005,2.32,0.09,1
1.99,0.017,0.001,0.44,0.1,1
1.54,0.007,0.003,2.94,0.09,1
2.24,0.014,0.001,0.22,0.08,1
1.36,0.003,0.003,1.62,0.05,1
1.58,0.002,0.002,3.3,0.06,1
1.66,0.012,0.003,2.26,0.09,1
1.88,0.004,0.001,2.15,0.1,1
0.72,0.004,0.004,2.42,0.08,1
1.93,0.015,0.003,0.85,0.05,1
0.92,0.011,0.001,3.14,0.03,1
0.33,0.012,0.001,3.17,0.07,1
2.46,0.014,0.002,1.12,0.04,1
2.47,0.004,0.005,3.16,0.02,1
1.3,0.007,0.002,3.17,0.03,1
1.21,0.019,0.002,2.96,0.09,1
0.42,0.009,0.004,3.37,0.04,1
0.18,0.013,0.003,0.38,0.03,1
0.25,0.01,0.002,1,0.07,1
2.4,0.003,0.004,2.65,0.06,1
1.42,0.011,0.003,0.32,0.05,1
2.35,0.004,0.005,3.36,0.02,1
2.66,0.019,0.005,0.69,0.08,1
1.2,0.014,0.004,1.58,0.05,1
1.39,0.003,0.005,3.1,0.08,1
2.43,0.005,0.003,1.87,0.04,1
0.94,0.002,0.003,3.31,0.09,1
0.14,0.016,0.004,1.62,0.02,1
1.04,0.004,0.004,3.05,0.03,1
1.41,0.013,0.005,3.05,0.02,1
0.26,0.016,0.001,3.51,0.08,1
1.51,0.008,0.003,2.53,0.04,1
0.53,0.003,0.003,3.69,0.06,1
0.17,0.008,0.005,3.34,0.09,1
0.45,0.012,0.001,3.47,0.02,1
0.16,0.009,0.002,2.89,0.04,1
2.58,0.008,0.004,2.11,0.04,1
2.26,0.016,0.004,1.49,0.09,1
2.68,0.003,0.004,2.45,0.06,1
0.88,0.009,0.002,3.94,0.05,1
2.3,0.017,0.002,3.55,0.03,1
1.36,0.009,0.001,1.11,0.01,1
0.68,0.015,0.002,0.28,0.01,1
2.74,0.011,0.004,2.99,0.04,1
1.61,0.012,0.003,2.01,0.1,1
1.97,0.018,0.004,1.27,0.06,1
1.77,0.011,0.003,0.21,0.03,1
2.46,0.017,0.003,2.93,0.1,1
0.34,0.02,0.004,3.46,0.03,1
1.34,0.005,0.004,1.41,0.05,1
0.31,0.005,0.003,1.27,0.09,1
1.65,0.007,0.002,3.37,0.09,1
2.11,0.013,0.004,1.22,0.03,1
2.03,0.016,0.002,1.04,0.03,1
2.61,0.004,0.005,0.18,0.08,1
1.74,0.019,0.003,3.66,0.07,1
2.03,0.003,0.001,1.42,0.1,1
1.14,0.014,0.002,2.19,0.09,1
0.22,0.007,0.002,0.39,0.06,1
1.14,0.009,0.003,1.56,0.08,1
1.08,0.012,0.003,0.46,0.07,1
1.37,0.017,0.003,2.18,0.08,1
1.83,0.008,0.001,0.22,0.02,1
1.2,0.014,0.002,2.81,0.03,1
1.04,0.013,0.002,3.88,0.09,1
2.07,0.003,0.003,0.32,0.07,1
0.63,0.011,0.005,1.38,0.09,1
2.14,0.016,0.004,0.45,0.07,1
0.81,0.015,0.001,0.88,0.06,1
1.91,0.007,0.005,1.34,0.08,1
2.44,0.008,0.004,1.95,0.08,1
1.1,0.007,0.004,1.5,0.04,1
1.58,0.009,0.002,2.51,0.05,1
2.21,0.008,0.004,2.13,0.05,1
0.76,0.012,0.003,2.22,0.09,1
0.16,0.015,0.002,0.41,0.07,1
0.7,0.01,0.001,2.04,0.06,1
2.64,0.019,0.004,2.51,0.02,1
0.81,0.018,0.003,1.34,0.07,1
0.72,0.006,0.001,1.51,0.08,1
1.35,0.011,0.001,1.28,0.09,1
0.21,0.017,0.003,0.74,0.02,1
0.94,0.014,0.002,3.47,0.1,1
2.61,0.018,0.004,0.11,0.05,1
1.16,0.004,0.005,1.86,0.06,1
1.36,0.001,0.003,1.5,0.04,1
0.11,0.017,0.002,1.25,0.06,1
0.71,0.004,0.001,0.13,0.06,1
2.03,0.004,0.003,2.06,0.08,1
1.18,0.011,0.001,2.64,0.03,1
1.11,0.014,0.002,0.58,0.06,1
1.61,0.017,0.002,1.22,0.04,1
0.98,0.017,0.003,3.31,0.04,1
2.59,0.003,0.005,1.09,0.04,1
1.73,0.014,0.005,2.49,0.03,1
0.96,0.009,0.004,3.06,0.02,1
1.43,0.01,0.001,1.36,0.08,1
2.8,0.011,0.003,2.24,0.06,1
1.84,0.003,0.004,3.6,0.08,1
0.86,0.013,0.004,1.62,0.09,1
1.54,0.012,0.003,0.27,0.05,1
2.11,0.019,0.004,2.36,0.04,1
1.34,0.001,0.004,1.77,0.01,1
2.54,0.007,0.002,2.39,0.01,1
1.64,0.004,0.004,1.1,0.04,1
1.75,0.003,0.004,2.82,0.04,1
0.19,0.003,0.003,0.14,0.08,1
0.99,0.001,0.002,1.86,0.06,1
1.75,0.013,0.001,0.71,0.09,1
1.38,0.006,0.005,2.81,0.07,1
1.22,0.015,0.004,1.99,0.03,1
0.48,0.016,0.002,2.87,0.03,1
2.01,0.013,0.001,1.97,0.1,1
2.11,0.013,0.003,3.68,0.09,1
0.25,0.006,0.002,1.47,0.02,1
